id	res	restype	lang	sex	prov	livingenv	partisanship	caruse	partyvote	agedec	resclean
3758	We have to address climate change and set an example for the rest of the world.  Increasing the price of carbon pollution is the best way to do this, according to climate experts and economists	support	EN	Male	BC	urban	left	driver	progressive	40-49	address climat chang set exampl rest world increas price carbon pollut best way accord climat expert economist
3759	The idea itself isn't necessarily bad, but the money is being used on the wrong things.  It should be used to invest in/develop green technologies.  At the moment it's a way for governments to pretend	oppose	EN	Male	AB	urban	left	none	progressive	30-39	idea necessarili bad money use wrong thing use invest green technolog moment way govern pretend develop
3760	so people use less of fuels	support	EN	Female	ON	suburban	none	none	no vote	30-39	peopl use less fuel
3761	because we are already overtaxed and can not afford it for low income like me who barely can afford to eat	oppose	EN	Female	AB	smalltown	none	driver	progressive	50-59	alreadi overtax afford low incom like bare afford eat
3762	There is already a carbon tax on fuel. It is just another money grab from the government	oppose	EN	Female	BC	suburban	none	commuter	progressive	50-59	alreadi carbon tax fuel anoth money grab govern
3763	it is another money grab by provincial and federal goverment	oppose	EN	Female	AB	suburban	none	driver	conservative	60+	anoth money grab provinci feder govern
3764	It?s the only way to get people to reduce their carbon footprint	support	EN	Male	SK	suburban	left	none	progressive	50-59	way get peopl reduc carbon footprint
3765	I believe that if we are to pay an extra tax on the fossil fuels that are causing our Earth to change so dramatically, then maybe people will not use so much of that resource.	support	EN	Female	SK	suburban	none	none	progressive	19-29	believ pay extra tax fossil fuel caus earth chang dramat mayb peopl use much resourc
3766	The Albertan economy has taken a nose dive because we are trying to move to renewable resources without having anything in place. We need a grace period where we depend on fossil fuels while we grow o	oppose	EN	Male	AB	suburban	right	driver	conservative	30-39	albertan economi taken nose dive tri move renew resourc without anyth place need grace period depend fossil fuel grow
3767	This is simply a tax, it does not improve climate issues. People buy fuel because they need to not because they want to. Carbon tax would affect those that can?t afford it	oppose	EN	Male	ON	smalltown	left	driver	conservative	60+	simpli tax improv climat issu peopl buy fuel need want carbon tax would affect afford
3768	Not sure if there will be honest accounting for funds received.	oppose	EN	Female	BC	suburban	right	none	progressive	60+	sure honest account fund receiv
3770	Money	oppose	EN	Female	AB	urban	notsure	driver	conservative	40-49	money
3771	Driving is a necessity in our society. We literally need vehicles to get anywhere unless you're close enough to walk. Not all disabled people can easily get to public transport, taxis are expensive, b	oppose	EN	Male	AB	urban	notsure	commuter	conservative	19-29	drive necess societi liter need vehicl get anywher unless close enough walk disabl peopl easili get public transport taxi anoth
3772	I don't know if it would help	notsure	EN	Female	ON	suburban	notsure	none	no vote	19-29	know would help
3773	Putting a price on fossil fuels will only hurt the consumer and the economy. Fossil fuels provide cheap abundant energy to Canadians. Moreover, consumption will not be curtailed by an increase in pric	oppose	EN	Male	SK	ruralremote	right	none	conservative	19-29	put price fossil fuel hurt consum economi fossil fuel provid cheap abund energi canadian moreov consumpt curtail increas price
3774	would make people car pool more or take public transit.	support	EN	Female	ON	suburban	none	none	progressive	60+	would mak peopl car pool take public transit
3775	don't know about it	notsure	EN	Male	QC	suburban	notsure	none	progressive	50-59	know
3776	To save the planet. But they need alternate solutions because Canada is vast and getting around costs alot in fuel.	support	EN	Female	ON	urban	left	none	progressive	30-39	save planet need altern solut canada vast get around cost alot fuel
3777	 We are taxed enough !!!	oppose	EN	Male	AB	urban	right	driver	progressive	60+	tax enough
3778	Current federal proposal is not equitable to all provinces.  Provinces should have realistic targets for reducing their carbon emissions, with penalties for not reaching those targets.	oppose	EN	Female	SK	urban	none	none	conservative	60+	current feder propos equit provinc provinc realist target reduc carbon emiss penalti reach target
3779	I think that it is important to tax fossil fuels because without these taxes, people will not realize the impact their consumption patterns is having on the environment. It essentially boils down to b	support	EN	Female	AB	urban	right	none	progressive	30-39	think import tax fossil fuel without tax peopl realiz impact consumpt pattern environ essenti boil
3780	It will not stop people from driving any less.	oppose	EN	Male	SK	ruralremote	right	driver	conservative	60+	stop peopl drive less
3781	Will help raise awareness of climate change and hopefully create research,development and employment	support	EN	Male	ON	suburban	none	none	progressive	60+	help rais awar climat chang hope creat research employ develop
3782	There is no climate change or global warming. There is no need for an increase in taxes to prevent a non-existent phenomenon. The money that is being collected for implied tax reasons is going into th	oppose	EN	Male	AB	ruralremote	right	commuter	conservative	19-29	climat chang global warm need increas tax prevent non phenomenon money collect impli tax reason go exist
3783	Because we are not acting as good stewards of the environment.  We should pay for being neglectful	support	EN	Female	AB	smalltown	left	driver	progressive	40-49	act good steward environ pay neglect
3784	FROM WHAT OTHER PEOPLE TELL ME I AM AGAINST IT	oppose	EN	Female	SK	ruralremote	notsure	driver	no vote	19-29	peopl tell
3785	might make peeople think twice	support	EN	Female	BC	urban	left	driver	progressive	40-49	might mak peopl think twice
3786	There is not concrete evidence that the carbon tax will have more benefits	oppose	EN	Female	AB	suburban	notsure	driver	conservative	19-29	concret evid carbon tax benefit
3787	to help funding for the effects of climate change	support	EN	Female	ON	suburban	left	driver	progressive	50-59	help fund effect climat chang
3788	its just hurting the average consumer more, whereas we are already trying to limit our use but now it will be harder to afford	oppose	EN	Female	BC	suburban	left	none	progressive	30-39	hurt averag consum wherea alreadi tri limit use harder afford
3790	I don’t really understand what that means	notsure	EN	Female	ON	suburban	none	none	conservative	19-29	realli understand mean
3792	If it's used properly, it would be OK. If it's misused, then I don't want to pay any tax.	support	EN	Female	AB	smalltown	notsure	driver	progressive	40-49	use properli would ok misus want pay tax
3793	don't need more taxes to pay	oppose	EN	Male	AB	suburban	none	driver	conservative	50-59	need tax pay
3794	It is better to develop technology to meet the challanges. Developing vehicle with zero emission . That technology already exist.	oppose	EN	Male	AB	smalltown	left	driver	conservative	60+	better develop technolog meet challeng develop vehicl zero emiss technolog alreadi exist
3795	Its almost too expensive	oppose	EN	Female	AB	urban	notsure	driver	conservative	30-39	almost anoth
3796	Increase economy of canada	support	EN	Male	AB	suburban	right	none	progressive	19-29	increas economi canada
3797	This is just another tax by the federal govt to which does nothing for climate change but adds more money for the govt to blow away.	oppose	EN	Male	SK	suburban	none	none	conservative	60+	anoth tax feder govern noth climat chang add money govern blow away
3798	We should be taxing the fuels we export. Why should we be paying absorbent amounts of money on products we produce	oppose	EN	Female	AB	suburban	none	driver	progressive	30-39	tax fuel export pay absorb amount money product produc
3799	Personally, I cannot afford to buy an expensive electric car. I am a pensioner who has reduced the amount I drive because of the cost of fuel.	oppose	EN	Female	BC	urban	left	none	progressive	60+	person afford buy anoth electr car pension reduc amount drive cost fuel
3800	Its hard enough making ends meet without having to increase the taxes on stuff like that.	oppose	EN	Male	ON	smalltown	right	driver	conservative	40-49	hard enough make end meet without increas tax stuff like
3801	Tax can be used to decrease gas emissions	support	EN	Male	BC	suburban	right	driver	progressive	30-39	tax use decreas ga emiss
3802	We are being taxed to death in this country and I feel its time our government kicked in and paid for some of our problems by decreasing their pay checks.  Our government officials are paid far too mu	oppose	EN	Female	ON	suburban	none	none	conservative	60+	tax death countri feel time govern kick paid problem decreas pay check govern offici paid far
3803	Tax the user	support	EN	Male	ON	suburban	left	none	progressive	40-49	tax user
3804	It won't necessarily reduce emissions, and it is driving up the cost of living.  It would be better if the governments (provincial and federal) took these taxes and used it for more environmentally fr	oppose	EN	Female	BC	suburban	left	driver	progressive	30-39	necessarili reduc emiss drive cost live would better govern provinci feder took tax use environment
3805	Çe ne sont pas des solutions pour trouver des meilleurs moyens ou des combustibles écologiques	notsure	FR	Male	QC	suburban	none	driver	progressive	30-39	solut find better way ecolog fuel
3806	It’s just a way for taxpayers to pay more; the money usually isn’t used in a beneficial way, but spent needlessly.	oppose	EN	Female	BC	ruralremote	notsure	driver	conservative	30-39	way taxpay pay money usual use benefici way spent needlessli
3808	C est plutôt essentiel pour les gens qui travaille d utiliser leur véhicule mais on devrait plutôt aider les gens à se procurer une voiture électrique ou hybride.	oppose	FR	Female	QC	urban	none	none	progressive	60+	rather essenti peopl work use vehicl rather help peopl get electr hybrid car
3809	il y a déjà plusieurs taxes sur les combustibles.	oppose	FR	Male	QC	suburban	notsure	driver	progressive	40-49	alreadi sever tax fuel
3810	In geological terms, the climate will get warmer. However, we do not have to accelerate process unnecessarily.	support	EN	Male	AB	urban	none	driver	conservative	60+	geolog term climat get warmer howev acceler process unnecessarili
3812	"C""est encore le peuple qui paye pour le je m'en foutisme des industrie et gouvernement"	oppose	FR	Male	QC	urban	none	none	progressive	60+	still peopl pay care industri govern
3813	more taxes, more fraud, less money for me.	oppose	EN	Male	BC	suburban	none	driver	conservative	40-49	tax fraud less money
3814	Les gens qui polluent devraient payer une taxe car ils contribuent à la détérioration de l'environnement, cela pourrait les inciter à moins polluer.	support	FR	Female	QC	urban	none	none	no vote	30-39	peopl pollut pay tax contribut deterior environ could encourag pollut less
3815	Si on ne touche pas au portefeuille des gens, les comportements seront plus difficiles à faire changer.	support	FR	Male	QC	suburban	none	driver	progressive	30-39	peopl touch behaviour difficult chang
3816	If putting a tax on helps to slow or stop global warming, it is simply doing our part on a world wide problem.	support	EN	Female	QC	suburban	left	none	progressive	60+	put tax help slow stop global warm simpli part world wide problem
3817	Je ne sais pas vraiment	support	FR	Female	QC	smalltown	notsure	none	progressive	30-39	realli know
3818	Trop d'opposition et les mêmes paieront pour d'autres qui économiseront à leurs dépens	oppose	FR	Female	QC	urban	right	none	progressive	60+	much opposit pay other save expens
3819	in quebec we are highly taxed as it is?.	oppose	EN	Female	QC	suburban	none	driver	progressive	50-59	quebec highli tax
3820	Je ne connais pas assez bien le sujet pour me prononcer	notsure	FR	Female	QC	suburban	right	driver	progressive	50-59	know subject well enough say
3821	cest normal de devoir payer un montant si lont veut intentionnel ment polluer latmosphere	support	FR	Male	QC	suburban	notsure	driver	progressive	19-29	normal pay amount want intent pollut atmospher
3822	Permettre de réduire les émissions et forcer les entreprises à collaborer. Remettre l'argent aux petites entreprises pour leur permettre d'adhérer à la reduction des émissions.	support	FR	Male	QC	suburban	left	none	progressive	60+	allow program reduc forc compani collabor money small busi allow join reduct emiss put
3823	Because we already pay more then our share for taxes for the government to just throw it away to whatever he wants like a terrorist.	oppose	EN	Female	AB	urban	none	none	conservative	30-39	alreadi pay share tax govern throw away whatev want like terrorist
3824	Le coût de la vie est déjà assez chere	oppose	FR	Female	QC	suburban	notsure	none	no vote	19-29	cost live alreadi quit anoth
3825	Des gens qui doivent accomplir leur travail avec leur voiture vont être davantage pénalisé	oppose	FR	Male	QC	smalltown	none	none	progressive	50-59	peopl work car penal
3826	Not important	oppose	EN	Female	AB	urban	left	none	progressive	19-29	import
3827	I couldn't care less	notsure	EN	Male	BC	suburban	none	commuter	progressive	40-49	care less
3828	We already pay a great deal of taxes on fuel	oppose	EN	Male	AB	suburban	right	driver	conservative	60+	alreadi pay great deal tax fuel
3829	pas certain	notsure	FR	Male	QC	suburban	notsure	none	progressive	40-49	sure
3830	to minimize climate change	support	EN	Male	QC	suburban	none	none	progressive	60+	minim climat chang
3831	it does not make sense and if it would taxing carbon would not help	oppose	EN	Male	QC	ruralremote	right	driver	conservative	30-39	mak sens would tax carbon would help
3832	too expensive	oppose	EN	Female	BC	suburban	none	none	conservative	50-59	anoth
3833	Les pollueurs doivent être responsables de leurs impacts et payer pour aider à réparer	support	FR	Female	QC	ruralremote	left	none	progressive	60+	pollut must respons impact pay help repair
3835	to help our kids	support	EN	Male	QC	suburban	right	none	progressive	60+	help kid
3836	c'est toujours la classe la plus pauvre qui subit l'augmentation en s?appauvrissant encore plus	oppose	FR	Female	QC	ruralremote	notsure	none	progressive	60+	alway poorest class undergo increas impoverish even
3837	Nous sommes déjà taxer sur ce produits, trouver d'autres moyens de les réduire. Par exemple en investissent dans le développement des capacités recouvrables. voitures électricité aussi.	oppose	FR	Male	QC	suburban	right	driver	conservative	40-49	alreadi tax product find way reduc themfor exampl invest develop overlap capac car electr
3838	To protect our environment	support	EN	Female	BC	urban	right	none	conservative	40-49	protect environ
3839	Pollution diminution	support	FR	Male	QC	ruralremote	right	driver	progressive	30-39	pollut decreas
3840	On est assez taxé comme ça même les entreprises le son beaucoup trop	oppose	FR	Male	QC	smalltown	none	none	progressive	50-59	quit tax like even compani sound much
3841	No comment	oppose	EN	Female	SK	smalltown	none	none	no vote	40-49	comment
3843	devrais plutot encouragé les vehicules propre (electricité etc..) a la place	oppose	FR	Male	QC	suburban	none	none	progressive	50-59	rather encourag clean vehicl electr etc instead
3844	imposer des taxes carbone concerne pas les riche car il continue a acheté de grosse cylindrée et ainsi sois t il	oppose	FR	Male	QC	suburban	none	driver	conservative	40-49	impos carbon tax concern rich continu bought larg displac
3845	Parce que cela deteriore la planete	notsure	FR	Male	QC	urban	none	none	progressive	19-29	deterior planet
3847	Would make company be more aware	support	EN	Female	BC	ruralremote	none	none	progressive	40-49	would mak compani awar
3848	I would need more information	notsure	EN	Female	QC	suburban	none	none	progressive	40-49	would need inform
3850	Renewable energy would not only sAve our planet, but would be less expensive for people to use. Maybe we could afford to live comfortably.	oppose	EN	Female	ON	suburban	notsure	none	progressive	40-49	renew energi would save planet would less anoth peopl use mayb could afford live comfort
3851	Because fuel efficient vehicles are still too expensive	oppose	EN	Female	BC	ruralremote	none	driver	conservative	30-39	fuel effici vehicl still anoth
3853	I don’t know enough about it	notsure	EN	Female	BC	urban	notsure	none	no vote	19-29	know enough
3854	Je crois que ça va sensibiliser la population et obliger les compagnies a se responsabiliser.	support	FR	Male	QC	urban	none	commuter	progressive	40-49	think rais awar forc compani take respons
3855	Cost of living is already too high! People can't afford a nonsensical tax like carbon pricing.  It's ridiculous.  The polluters of the planet need to be making the changes.	oppose	EN	Female	SK	suburban	left	none	conservative	40-49	cost live alreadi high peopl afford nonsens tax like carbon price ridicul pollut planet need make chang
3856	Ne me concerne pas	notsure	FR	Male	QC	urban	notsure	none	progressive	19-29	concern
3857	Not that i would like to pay more for fuel but if its a part of helping the situation then thats what we have to do . each individual also has to particapate in anything they can in there own home and	support	EN	Female	BC	ruralremote	notsure	driver	progressive	40-49	would like pay fuel part help situat individu also particap anyth home
3860	je ne sais pas	support	FR	Male	QC	suburban	right	none	progressive	60+	know
3861	les recettes sont utulisees pour la recherche des autres forme de production d energie qui polluent moins ou pas du tout	support	FR	Male	AB	urban	right	driver	conservative	40-49	recip use search form energi product pollut less
3862	I don't wanna to pay more money for things I need no matter what	oppose	EN	Female	SK	urban	none	driver	progressive	19-29	wanna pay money thing need matter
3863	Je pense que cela diminuerai grandement l'utilisation de ces combustibles.	support	FR	Female	QC	suburban	notsure	none	no vote	19-29	think greatli decreas use fuel
3864	pour baisser la consommation individuelle	support	FR	Male	QC	smalltown	none	driver	no vote	50-59	lower individu consumpt
3865	Anything to stop the production of fossil fuels	support	EN	Female	ON	urban	left	none	progressive	60+	anyth stop product fossil fuel
3866	ça ne changera rien	oppose	FR	Female	QC	suburban	notsure	driver	progressive	50-59	chang anyth
3867	non	oppose	FR	Male	QC	suburban	right	none	no vote	19-29	nope
3868	just a tax grab, doesn't change the amount I use, just how much I pay.	oppose	EN	Male	AB	urban	left	driver	progressive	40-49	tax grab chang amount use much pay
3869	En région nous n'avons pas le choix de nous déplacer en voiture et le prix des véhicules électriques n'est pas abordable	oppose	FR	Female	QC	ruralremote	left	none	progressive	60+	region choic move car price electr vehicl afford
3870	On devrait changer nos habitudes en adoptant des combustibles moins poluant	oppose	FR	Female	QC	suburban	notsure	none	conservative	60+	chang habit adopt less pivot fuel
3871	It incentivizes the use of sustainable energy.	support	EN	Male	BC	suburban	left	none	progressive	19-29	incentiv use sustain energi
3873	need money to fund alternative fuels and tech.	support	EN	Male	AB	suburban	left	driver	progressive	30-39	need money fund altern fuel technolog
3874	Les taxes iront ou....c'est aux compagnies de produire du bon produit et de vérifier leur installation régulièrement.	oppose	FR	Female	QC	suburban	none	none	conservative	60+	tax go compani produc good product check instal regularli
3875	it doesn't do enough. WE must physically do something to reduce.	oppose	EN	Male	ON	suburban	left	none	progressive	60+	enough must physic someth reduc
3877	It is just a tax grab	oppose	EN	Male	QC	urban	none	driver	progressive	60+	tax grab
3878	 oppose they are too much	notsure	EN	Female	QC	urban	none	none	no vote	19-29	oppos much
3879	because people will think twice about using fossil fuels, thus hopefully decreasing the amount of emission gas released back into the atmosphere	support	EN	Female	ON	ruralremote	none	none	conservative	19-29	peopl think twice use fossil fuel thu hope decreas amount emiss ga releas back atmospher
3880	Je suis complètement en désaccord avec cette taxe là ! C'est du vol de taxer le CO2 quand vous ne faites rien pour l'environnement de l'autre côté Une honte	support	FR	Male	QC	ruralremote	none	commuter	conservative	40-49	complet disagre tax flight tax noth environ side shame
3881	Money is always an issue, thus making fossil fuels less accessible will reduce usage. Unless people decide to cut expenses elsewhere	support	EN	Female	QC	suburban	none	none	progressive	19-29	money alway issu thu make fossil fuel less access reduc usag unless peopl decid cut expens elsewher
3882	Sovereignty of the provinces and the disproportionate amount of responsibility put on Alberta and other oil producing provinces.  Lack of a clear plan for the use of these funds.  Lack of data about h	oppose	EN	Male	AB	suburban	left	none	conservative	19-29	sovereignti provinc disproportion amount respons put alberta oil produc provinc lack clear plan use fund lack data
3883	Je n'ai pas assez d'informations pour me prononcer	notsure	FR	Female	QC	suburban	right	driver	progressive	40-49	enough inform say
3884	Implantation de la taxe de carbone aux grosses entreprises et non seulement aux petits consommateurs qui ont une empreinte écologique plutôt minime	support	FR	Male	QC	ruralremote	left	driver	progressive	30-39	implement carbon tax larg compani small consum rather minim ecolog footprint
3885	I believe in investing in this just not sure that the tax is the best way. We really never know where the tax money goes	support	EN	Male	QC	ruralremote	left	driver	progressive	50-59	believ invest sure tax best way realli never know tax money goe
3886	Incitatif à lutter contre les énergies fossiles.	support	FR	Female	QC	urban	none	none	progressive	60+	incent fight fossil fuel
3887	L'argent devrait venir de ce que nous payons déjà au lieu de gaspiller les fonds publics dans des niaiseries. Nous payons déjà trop de taxe et impôts	oppose	FR	Female	QC	suburban	right	driver	conservative	40-49	money come alreadi pay instead wast public fund nonsens alreadi pay much tax tax
3888	Because it is not needed, stop spending our money on useless shit	oppose	EN	Male	AB	suburban	right	driver	conservative	30-39	need stop spend money useless shit
3889	increase cost	oppose	EN	Male	BC	urban	right	none	progressive	60+	increas cost
3890	What would the money be use for? Is it a reasonable increase or extreme increase.	notsure	EN	Female	ON	suburban	notsure	none	progressive	60+	would money use reason increas extrem increas
3891	because it is the main cause of climate change.	support	EN	Female	AB	urban	notsure	driver	no vote	30-39	main caus climat chang
3892	Je ne crois pas que ce soit très efficace à réduire le carbone ou l’utilisation de pétrole. Devrait y avoir us de soutien aux énergies vertes et voitures électriques	oppose	FR	Female	QC	suburban	none	none	progressive	40-49	think effect reduc carbon oil use use green energi electr car
3893	it helps a lot to the welfare of our country	support	EN	Male	BC	urban	right	driver	progressive	30-39	help lot welfar countri
3894	I do not believe citizens will reduce their emissions due to the tax. It seems to me it is a sly way to get money.	oppose	EN	Female	BC	suburban	none	none	conservative	30-39	believ citizen reduc emiss due tax seem sli way get money
3895	Prendre conscience des enjeux de la consommation sur l'environnemment	support	FR	Male	QC	suburban	left	driver	progressive	40-49	becom awar challeng environment consumpt
3896	A new car. alternative cars	oppose	EN	Female	ON	urban	right	none	conservative	60+	new car altern car
3897	don't know enough about the topic.  Also, whatever Canada does, its about taxing taxpayers' money and go waste the money.	notsure	EN	Female	ON	suburban	none	none	conservative	40-49	know enough topic also whatev canada tax taxpay money go wast money
3898	The carbon tax is a money grab, it will go into general revenue. The liberal government never introduce a plan about the climate .	oppose	EN	Male	SK	urban	none	driver	conservative	40-49	carbon tax money grab go gener revenu liber govern never introduc plan climat
3899	not sure	notsure	EN	Female	SK	ruralremote	left	none	conservative	60+	sure
3900	Because the cost of living is already way too high	oppose	EN	Female	BC	suburban	right	driver	conservative	50-59	cost live alreadi way high
3902	Il est évident que les combustibles sont néfaste pour l'environnement Il n'y a pas simplement nos véhicules les industries polluent certainement plus que ma RIO 2015 qui a 23000 KM Les industries dev	support	FR	Female	QC	suburban	left	none	progressive	60+	obviou fuel harm environ simpli vehicl industri certainli pollut river devic
3903	not too sure for the money collect will use in proper way	oppose	EN	Female	ON	suburban	none	none	progressive	50-59	sure money collect use proper way
3904	Je pense que cela forcerait les gens a utiliser plus les transport en commun	support	FR	Female	QC	suburban	right	commuter	progressive	30-39	think would forc peopl use public transport
3905	ne s'attaque pas au vraie problème...détourne  l'attention? EX: congestions routières vs efficacité usine de ciment extrêmement polluante non  nécessaire.. le cheptel bovin est permit les plus grand p	oppose	FR	Male	QC	suburban	none	none	conservative	60+	attack real problem divert attent road congest versu effici extrem pollut cement factori necessari bovin livestock allow largest
3907	We have to protect our environment	support	EN	Female	QC	suburban	notsure	none	progressive	60+	protect environ
3910	Long term health of the environment of canada is worth more than small short term savings	support	EN	Male	ON	suburban	left	commuter	progressive	19-29	long term health environ canada worth small short term save
3912	Encourage la population au transport en commun ou à l’achat de voiture électrique. Beaucoup moins nocif pour l’environnement	support	FR	Female	QC	urban	left	none	progressive	19-29	encourag popul public transport purchas electr car less harm environ much
3913	It might effect in reducing the fuel usage and save our environment	support	EN	Male	ON	urban	right	none	progressive	19-29	might effect reduc fuel usag save environ
3914	I think we need spend more money on research and development in order to find other ways of supplying energy so we ultimately don't burn fossil fuels	oppose	EN	Male	QC	suburban	left	commuter	progressive	19-29	think need spend money research develop order find way suppli energi ultim burn fossil fuel
3915	I really don't know much about it.	notsure	EN	Female	AB	smalltown	none	driver	progressive	50-59	realli know much
3916	Ce sont aux industries de payer cette taxe	oppose	FR	Female	ON	ruralremote	none	commuter	progressive	40-49	industri pay tax
3918	Cela ne modifiera pas les besoins des consommateurs.	oppose	FR	Female	QC	suburban	none	driver	progressive	19-29	chang consum need
3919	Beaucoup de gaspillage. Gros véhicules acquis inutilement, ne répondant aux besoins réels de ceux qui en achetent.	support	FR	Male	QC	ruralremote	left	none	progressive	60+	lot wast vehicl acquir unnecessarili meet real need buy larg
3920	To help the future generation of kids that will grow up in this planet	support	EN	Female	QC	suburban	none	none	progressive	30-39	help futur gener kid grow planet
3922	Il y a deja des taxes qui ne vont pas au non endroit	oppose	FR	Male	QC	smalltown	none	none	no vote	50-59	alreadi tax go place
3923	what to use the money for?	oppose	EN	Male	QC	urban	right	driver	conservative	30-39	use money
3925	It wouldn't reduce the need just taking more money from taxpayers	oppose	EN	Female	ON	urban	notsure	driver	conservative	19-29	reduc need take money taxpay
3926	In B.C. we?ve been paying carbon taxes for some time.the rest of the country can pony up now.	support	EN	Male	BC	smalltown	right	none	progressive	60+	pay carbon tax time rest countri poni
3927	Aménagement de futurs technologie	support	FR	Male	QC	suburban	none	driver	no vote	50-59	develop futur technolog
3928	Stopper la sur consommation et réduire la pollution des métaux lourds non pas du carbone libre qui est bénéfique pour les plantes	support	FR	Male	QC	urban	none	commuter	progressive	50-59	stop consumpt consumpt reduc pollut heavi metal free carbon benefici plant
3929	If we do not reduce carbon emissions, nothing else will matter.	support	EN	Male	AB	smalltown	none	none	progressive	60+	reduc carbon emiss noth els matter
3930	pour que le monde des grande ville prenne le transport en commun	support	FR	Male	QC	smalltown	right	driver	progressive	50-59	world big citi take public transport
3932	the big polluters are left out,only the average person will be and is being taxed.	oppose	EN	Female	BC	urban	right	none	conservative	60+	big pollut left averag person tax
3933	Éviter que les gens abusent!	support	FR	Female	QC	suburban	none	driver	progressive	40-49	avoid peopl abus
3934	It’s not going to stop people from purchasing it. Make electric cars affordable for the general public instead	oppose	EN	Female	BC	urban	notsure	driver	no vote	19-29	go stop peopl purchas mak electr car afford gener public instead
3935	en augmentant la taxe sur les carburants il faut espérer que les gens vont changer leur habitudes.il faudrait que toutes les provinces du Canada y adhère tous pas seulement quelques unes et que nos vo	support	FR	Male	QC	urban	left	none	progressive	50-59	increas fuel tax hope peopl chang habit would necessari provinc canada adher
3936	Pollution isn't free.	support	EN	Female	SK	suburban	none	driver	progressive	60+	pollut free
3937	protège l'environnement fais payer les pollueurs	support	FR	Male	BC	urban	left	none	progressive	60+	protect environ charg pollut
3938	I don't believe in climate change. I believe our planet is going through another shift, and all the money you are stealing from us is going to line the pockets of the super rich, so they can survive t	oppose	EN	Female	AB	urban	right	none	conservative	50-59	believ climat chang believ planet go anoth shift money steal us go line pocket super rich surviv
3939	This would decrease the amount. Of emissions let in to Canada and would be better for the environment	support	EN	Female	SK	suburban	left	driver	progressive	19-29	would decreas amount emiss let canada would better environ
3940	No change	oppose	EN	Male	ON	ruralremote	none	driver	no vote	30-39	chang
3941	Je ne connais pas celà assez.	notsure	FR	Male	QC	suburban	none	none	conservative	60+	know enough
3942	if it helps protect the environment i am willing to pay a little more	support	EN	Female	ON	suburban	left	none	progressive	19-29	help protect environ will pay littl
3943	ne sert pas a tous	support	FR	Female	QC	suburban	right	none	conservative	50-59	serv everyon
3944	Cause it's not cool	support	EN	Male	AB	urban	left	driver	progressive	19-29	caus cool
3945	Afin que tous soit concerné par ce qui se passe!	support	FR	Female	QC	ruralremote	none	driver	progressive	40-49	everyon concern go
3946	Trop cher	support	FR	Male	QC	suburban	none	driver	no vote	40-49	anoth
3947	It won't stop people from driving, it will likely mean an increase in price for those who use public transit thus discouraging people from taking it.Large companies who use the most likely will not ba	oppose	EN	Female	ON	suburban	left	none	progressive	19-29	stop peopl drive like mean increas price use public transit thu discourag peopl take compani use like larg
3948	Waste of money	oppose	EN	Male	BC	ruralremote	right	driver	conservative	50-59	wast money
3949	makes things too expensive	oppose	EN	Female	BC	ruralremote	notsure	driver	conservative	40-49	make thing anoth
3950	La seule façon de faire réagir les gens est de menacer de s'en prendre à leur porte-feuille.	support	FR	Male	QC	urban	right	none	no vote	50-59	way mak peopl react threaten attack wallet
3951	taxing it may cause purchasers to find alternative means from alternative resources. we also pay enough taxes - including Pension tax, which, I, as a 35 year old will never see due to our constant inf	oppose	EN	Female	AB	suburban	none	none	conservative	30-39	tax may caus purchas find altern mean altern resourc also pay enough tax includ pension tax year old never see due constant
3952	do not know enough about it	notsure	EN	Male	BC	urban	none	none	progressive	60+	know enough
3953	Its reduces its use and hence less pollutes the environment and save some for the future generation.	support	EN	Male	ON	smalltown	right	none	progressive	19-29	reduc use henc less pollut environ save futur gener
3954	Would make for less waste	support	EN	Male	QC	suburban	none	driver	no vote	60+	would mak less wast
3956	Il y a déjà assez de taxes ainsi	oppose	FR	Male	QC	suburban	left	commuter	progressive	50-59	alreadi enough tax well
3957	I am not sure because I don't know much about it.	notsure	EN	Female	ON	smalltown	none	driver	progressive	50-59	sure know much
3958	We are taxed enough	oppose	EN	Female	QC	smalltown	none	commuter	progressive	40-49	tax enough
3959	Ceci ne fait pas que les compagnies qui produisent les dommages essaient de diminuer les effets, ils ont l?argent pour payer et elles n?effecteunt Pas de changement . Elle achètent la paix.	oppose	FR	Female	QC	smalltown	none	none	progressive	60+	compani produc damag tri reduc effect money pay effect chang buy peac
3960	It holds you accountable for using fossil fuels	support	EN	Female	BC	suburban	left	commuter	progressive	19-29	hold account use fossil fuel
3961	I think it's good to encourage people to steer away from polluting the earth. I am curious as to where the money will go though. It seems only logical that the money be used to further improve the env	support	EN	Female	ON	urban	notsure	none	conservative	19-29	think good encourag peopl steer away pollut earth curiou money go though seem logic money use improv environ
3962	Carbon tax is a cash grab ,the money taken goes to general revenue..we see no positive effect of the tax.. there are countries with larger populations creating more environmental problems,with no thou	oppose	EN	Female	BC	suburban	notsure	driver	progressive	60+	carbon tax cash grab money taken goe gener revenu see posit effect tax countri larger popul creat environment problem though
3963	Les énergies fossiles ne font pas partie d'une solution envisageable pour combattre la pollution. Si les taxes carbone fait baisser les revenus des grands pollueurs, les alternatives énergétiques sero	support	FR	Female	QC	urban	left	none	progressive	30-39	fossil fuel part possibl solut combat pollut carbon tax lower incom larg pollut energi altern
